transaction_id,customer_id,product_id,sales_rep_id,channel,order_date,invoice_date,quantity,unit_price,discount_rate,gross_revenue,net_revenue,cost,gross_margin,currency,order_status
TXN000955,CUST0017,PRD011,REP004,Partner,2024-07-04,2024-07-07,8,3433.12,0.079,27464.96,25295.23,10275.12,15020.11,EUR,Invoiced
TXN000956,CUST0001,PRD005,REP002,Online,2024-07-10,2024-07-19,11,4590.75,0.091,50498.25,45902.91,24756.68,21146.23,EUR,Invoiced
TXN000957,CUST0049,PRD008,REP003,Distributor,2024-07-17,2024-07-25,3,3631.37,0.034,10894.11,10523.71,5375.36,5148.35,EUR,Invoiced
TXN000958,CUST0064,PRD003,REP011,Distributor,2024-07-09,2024-07-12,6,2413.5,0.015,14481.0,14263.78,5454.7,8809.08,EUR,Shipped
TXN000959,CUST0079,PRD002,REP005,Partner,2024-07-24,2024-07-27,4,7831.27,0.021,31325.08,30667.25,16645.2,14022.05,EUR,Shipped
TXN000960,CUST0055,PRD001,REP012,Direct,2024-07-21,2024-07-23,1,8319.99,0.087,8319.99,7596.15,4679.26,2916.89,EUR,Shipped
TXN000961,CUST0028,PRD012,REP001,Direct,2024-07-18,2024-07-20,8,1807.75,0.007,14462.0,14360.77,6724.49,7636.28,EUR,Invoiced
TXN000962,CUST0027,PRD006,REP007,Direct,2024-07-19,2024-07-21,7,2852.09,0.065,19964.63,18666.93,8692.4,9974.53,EUR,Invoiced
TXN000963,CUST0034,PRD006,REP009,Direct,2024-07-07,2024-07-10,5,2933.42,0.021,14667.1,14359.09,5947.79,8411.3,EUR,Invoiced
TXN000964,CUST0071,PRD006,REP003,Direct,2024-07-07,2024-07-16,6,2620.23,0.085,15721.38,14385.06,7010.47,7374.59,EUR,Invoiced
TXN000965,CUST0043,PRD012,REP001,Distributor,2024-07-22,2024-07-25,6,1769.26,0.05,10615.56,10084.78,4871.02,5213.76,EUR,Shipped
TXN000966,CUST0029,PRD007,REP006,Partner,2024-07-15,2024-07-24,13,2161.25,0.125,28096.25,24584.22,10840.14,13744.08,EUR,Invoiced
TXN000967,CUST0042,PRD002,REP009,Partner,2024-07-05,2024-07-14,7,8563.9,0.031,59947.3,58088.93,27409.54,30679.39,EUR,Invoiced
TXN000968,CUST0069,PRD005,REP006,Online,2024-07-03,2024-07-08,2,4635.73,0.004,9271.46,9234.37,4104.06,5130.31,EUR,Invoiced
TXN000969,CUST0051,PRD011,REP003,Partner,2024-07-02,2024-07-05,13,3417.33,0.066,44425.29,41493.22,17968.65,23524.57,EUR,Invoiced
TXN000970,CUST0008,PRD012,REP003,Direct,2024-07-16,2024-07-23,5,1869.46,0.059,9347.3,8795.81,3958.89,4836.92,EUR,Invoiced
TXN000971,CUST0046,PRD012,REP005,Partner,2024-07-15,2024-07-24,4,1861.95,0.035,7447.8,7187.13,3298.63,3888.5,EUR,Invoiced
TXN000972,CUST0005,PRD008,REP001,Distributor,2024-07-01,2024-07-08,7,4060.12,0.083,28420.84,26061.91,13438.07,12623.84,EUR,Invoiced
TXN000973,CUST0082,PRD004,REP011,Direct,2024-07-25,2024-08-01,10,1564.04,0.142,15640.4,13419.46,6563.17,6856.29,EUR,Invoiced
TXN000974,CUST0006,PRD008,REP006,Online,2024-07-01,2024-07-02,2,3678.33,0.078,7356.66,6782.84,3673.48,3109.36,EUR,Invoiced
TXN000975,CUST0002,PRD011,REP010,Distributor,2024-07-21,2024-07-30,5,3265.05,0.092,16325.25,14823.33,6715.88,8107.45,EUR,Open
TXN000976,CUST0022,PRD011,REP005,Online,2024-07-04,2024-07-11,8,3596.63,0.038,28773.04,27679.66,10432.25,17247.41,EUR,Invoiced
TXN000977,CUST0062,PRD010,REP004,Partner,2024-08-18,2024-08-27,2,5755.2,0.084,0.0,0.0,0.0,0.0,EUR,Cancelled
TXN000978,CUST0018,PRD005,REP002,Direct,2024-08-08,2024-08-12,11,4440.19,0.077,48842.09,45081.25,23395.09,21686.16,EUR,Invoiced
TXN000979,CUST0063,PRD012,REP008,Partner,2024-08-22,2024-08-27,7,1900.52,0.004,13303.64,13250.43,5705.49,7544.94,EUR,Invoiced
TXN000980,CUST0048,PRD004,REP008,Distributor,2024-08-27,2024-08-31,7,1640.4,0.015,11482.8,11310.56,4248.46,7062.1,EUR,Invoiced
TXN000981,CUST0040,PRD009,REP003,Distributor,2024-08-27,2024-08-29,9,6513.1,0.051,58617.9,55628.39,26873.47,28754.92,EUR,Invoiced
TXN000982,CUST0026,PRD003,REP006,Direct,2024-08-21,2024-08-26,10,2262.72,0.077,22627.2,20884.91,8777.34,12107.57,EUR,Invoiced
TXN000983,CUST0032,PRD003,REP005,Partner,2024-08-26,2024-09-03,5,2414.89,0.11,12074.45,10746.26,4688.09,6058.17,EUR,Invoiced
TXN000984,CUST0069,PRD008,REP002,Direct,2024-08-12,2024-08-18,6,3957.87,0.045,23747.22,22678.6,10802.67,11875.93,EUR,Shipped
TXN000985,CUST0010,PRD010,REP004,Direct,2024-08-20,2024-08-20,8,5823.69,0.069,46589.52,43374.84,20665.2,22709.64,EUR,Invoiced
TXN000986,CUST0022,PRD008,REP009,Distributor,2024-08-26,2024-08-27,2,3746.07,0.044,7492.14,7162.49,3604.6,3557.89,EUR,Invoiced
TXN000987,CUST0028,PRD008,REP005,Direct,2024-08-22,2024-08-31,7,3755.14,0.04,26285.98,25234.54,12948.32,12286.22,EUR,Invoiced
TXN000988,CUST0052,PRD008,REP008,Direct,2024-08-09,2024-08-10,9,3883.34,0.074,34950.06,32363.76,15892.08,16471.68,EUR,Invoiced
TXN000989,CUST0018,PRD010,REP010,Distributor,2024-08-01,2024-08-08,7,5908.09,0.072,41356.63,38378.95,17741.1,20637.85,EUR,Shipped
TXN000990,CUST0007,PRD011,REP005,Partner,2024-08-27,2024-08-29,8,3476.53,0.022,27812.24,27200.37,10187.31,17013.06,EUR,Invoiced
TXN000991,CUST0001,PRD010,REP006,Distributor,2024-08-20,2024-08-26,14,5695.21,0.068,79732.94,74311.1,33739.04,40572.06,EUR,Invoiced
TXN000992,CUST0019,PRD011,REP002,Partner,2024-08-11,2024-08-16,12,3572.81,0.07,42873.72,39872.56,15963.99,23908.57,EUR,Shipped
TXN000993,CUST0015,PRD008,REP011,Direct,2024-08-17,2024-08-26,7,3820.58,0.033,26744.06,25861.51,12282.89,13578.62,EUR,Invoiced
TXN000994,CUST0089,PRD001,REP009,Partner,2024-08-27,2024-09-05,7,9082.28,0.107,63575.96,56773.33,32222.97,24550.36,EUR,Invoiced
TXN000995,CUST0004,PRD011,REP012,Partner,2024-08-22,2024-08-22,7,3342.02,0.05,23394.14,22224.43,9144.4,13080.03,EUR,Invoiced
TXN000996,CUST0073,PRD003,REP007,Direct,2024-08-07,2024-08-09,1,2156.52,0.046,2156.52,2057.32,950.7,1106.62,EUR,Invoiced
TXN000997,CUST0035,PRD003,REP012,Distributor,2024-08-26,2024-08-26,3,2365.47,0.034,7096.41,6855.13,2776.02,4079.11,EUR,Invoiced
TXN000998,CUST0032,PRD004,REP005,Direct,2024-08-05,2024-08-06,8,1697.24,0.066,13577.92,12681.78,5110.69,7571.09,EUR,Invoiced
TXN000999,CUST0009,PRD001,REP001,Direct,2024-08-09,2024-08-12,5,9476.0,0.116,47380.0,41883.92,23036.32,18847.6,EUR,Invoiced
TXN001000,CUST0053,PRD008,REP006,Direct,2024-08-04,2024-08-10,7,3762.92,0.022,26340.44,25760.95,12805.53,12955.42,EUR,Invoiced
TXN001001,CUST0069,PRD005,REP010,Partner,2024-08-06,2024-08-07,3,4945.32,0.025,14835.96,14465.06,6690.01,7775.05,EUR,Invoiced
TXN001002,CUST0068,PRD006,REP010,Partner,2024-08-07,2024-08-10,2,2825.47,0.068,5650.94,5266.68,2439.51,2827.17,EUR,Open
TXN001003,CUST0035,PRD005,REP012,Distributor,2024-08-18,2024-08-21,8,4688.17,0.065,37505.36,35067.51,16456.16,18611.35,EUR,Invoiced
TXN001004,CUST0090,PRD009,REP001,Distributor,2024-08-14,2024-08-16,1,6792.04,0.046,6792.04,6479.61,2779.87,3699.74,EUR,Invoiced
TXN001005,CUST0036,PRD009,REP007,Partner,2024-08-05,2024-08-05,7,6570.41,0.101,45992.87,41347.59,19238.08,22109.51,EUR,Invoiced
TXN001006,CUST0043,PRD010,REP009,Direct,2024-08-26,2024-08-31,1,5644.21,0.012,5644.21,5576.48,2449.97,3126.51,EUR,Invoiced
TXN001007,CUST0028,PRD005,REP005,Direct,2024-08-17,2024-08-26,3,4409.9,0.002,13229.7,13203.24,6057.11,7146.13,EUR,Shipped
TXN001008,CUST0011,PRD009,REP006,Partner,2024-08-14,2024-08-14,11,6483.46,0.113,71318.06,63259.12,31540.18,31718.94,EUR,Invoiced
TXN001009,CUST0077,PRD004,REP010,Direct,2024-08-20,2024-08-22,4,1661.33,0.041,6645.32,6372.86,2435.69,3937.17,EUR,Invoiced
TXN001010,CUST0063,PRD006,REP012,Partner,2024-08-21,2024-08-24,7,2787.72,0.058,19514.04,18382.23,8959.48,9422.75,EUR,Invoiced
TXN001011,CUST0090,PRD004,REP005,Direct,2024-08-19,2024-08-26,1,1529.44,0.055,1529.44,1445.32,655.14,790.18,EUR,Invoiced
TXN001012,CUST0077,PRD008,REP010,Distributor,2024-08-14,2024-08-14,8,3999.18,0.068,31993.44,29817.89,13924.58,15893.31,EUR,Invoiced
TXN001013,CUST0073,PRD008,REP003,Direct,2024-08-06,2024-08-06,5,4033.64,0.111,20168.2,17929.53,9719.4,8210.13,EUR,Shipped
TXN001014,CUST0080,PRD009,REP002,Distributor,2024-08-12,2024-08-21,5,6335.31,0.073,31676.55,29364.16,13705.33,15658.83,EUR,Shipped
TXN001015,CUST0089,PRD008,REP001,Partner,2024-08-06,2024-08-06,12,3803.51,0.045,45642.12,43588.22,21255.38,22332.84,EUR,Invoiced
TXN001016,CUST0079,PRD009,REP005,Partner,2024-08-08,2024-08-10,2,6068.17,0.015,12136.34,11954.29,5578.28,6376.01,EUR,Open
TXN001017,CUST0010,PRD003,REP004,Direct,2024-08-15,2024-08-20,7,2390.49,0.018,16733.43,16432.23,6454.04,9978.19,EUR,Invoiced
TXN001018,CUST0050,PRD012,REP010,Partner,2024-08-13,2024-08-16,8,1755.85,0.05,14046.8,13344.46,6546.41,6798.05,EUR,Invoiced
TXN001019,CUST0046,PRD010,REP001,Partner,2024-08-06,2024-08-06,8,6124.96,0.024,48999.68,47823.69,20967.93,26855.76,EUR,Shipped
TXN001020,CUST0064,PRD012,REP003,Direct,2024-08-15,2024-08-24,5,1849.49,0.01,9247.45,9154.98,3982.68,5172.3,EUR,Shipped
TXN001021,CUST0072,PRD010,REP002,Online,2024-08-06,2024-08-07,10,5827.03,0.102,58270.3,52326.73,25199.41,27127.32,EUR,Invoiced
TXN001022,CUST0038,PRD010,REP011,Distributor,2024-08-22,2024-08-23,4,5721.24,0.018,22884.96,22473.03,10187.93,12285.1,EUR,Invoiced
TXN001023,CUST0040,PRD004,REP003,Direct,2024-08-20,2024-08-23,10,1527.49,0.057,15274.9,14404.23,6682.84,7721.39,EUR,Invoiced
TXN001024,CUST0051,PRD007,REP011,Partner,2024-08-02,2024-08-03,11,2222.47,0.059,24447.17,23004.79,9884.87,13119.92,EUR,Invoiced
TXN001025,CUST0086,PRD003,REP001,Partner,2024-08-22,2024-08-22,8,2277.02,0.095,18216.16,16485.62,7271.16,9214.46,EUR,Invoiced
TXN001026,CUST0053,PRD012,REP002,Distributor,2024-08-06,2024-08-07,6,1747.03,0.044,10482.18,10020.96,4578.38,5442.58,EUR,Open
TXN001027,CUST0069,PRD004,REP006,Online,2024-08-08,2024-08-12,5,1488.86,0.013,7444.3,7347.52,3192.02,4155.5,EUR,Invoiced
TXN001028,CUST0016,PRD010,REP009,Partner,2024-08-27,2024-08-31,3,5520.33,0.093,16560.99,15020.82,7839.68,7181.14,EUR,Invoiced
TXN001029,CUST0087,PRD012,REP011,Direct,2024-08-04,2024-08-11,1,1957.21,0.03,1957.21,1898.49,831.07,1067.42,EUR,Invoiced
TXN001030,CUST0037,PRD008,REP006,Partner,2024-08-15,2024-08-16,3,4076.92,0.022,12230.76,11961.68,5631.92,6329.76,EUR,Open
TXN001031,CUST0017,PRD009,REP004,Partner,2024-08-14,2024-08-19,7,6435.86,0.046,45051.02,42978.67,19364.43,23614.24,EUR,Invoiced
TXN001032,CUST0045,PRD005,REP009,Partner,2024-08-06,2024-08-07,4,4971.71,0.013,19886.84,19628.31,8135.12,11493.19,EUR,Invoiced
TXN001033,CUST0089,PRD003,REP009,Distributor,2024-08-21,2024-08-26,7,2270.5,0.103,15893.5,14256.47,6049.01,8207.46,EUR,Invoiced
TXN001034,CUST0068,PRD010,REP006,Partner,2024-08-07,2024-08-10,3,5548.07,0.038,16644.21,16011.73,7660.52,8351.21,EUR,Invoiced
TXN001035,CUST0045,PRD010,REP009,Direct,2024-08-12,2024-08-21,6,5714.01,0.103,34284.06,30752.8,15411.49,15341.31,EUR,Invoiced
TXN001036,CUST0072,PRD005,REP002,Online,2024-08-15,2024-08-19,13,4480.71,0.074,58249.23,53938.79,27312.89,26625.9,EUR,Invoiced
TXN001037,CUST0060,PRD006,REP005,Distributor,2024-08-16,2024-08-20,4,2718.16,0.018,10872.64,10676.93,4826.03,5850.9,EUR,Shipped
TXN001038,CUST0063,PRD006,REP008,Distributor,2024-08-08,2024-08-11,2,2762.12,0.022,5524.24,5402.71,2448.58,2954.13,EUR,Invoiced
TXN001039,CUST0026,PRD003,REP002,Partner,2024-08-21,2024-08-22,9,2314.35,0.051,20829.15,19766.86,7862.53,11904.33,EUR,Invoiced
TXN001040,CUST0073,PRD004,REP011,Direct,2024-08-21,2024-08-30,4,1508.03,0.087,6032.12,5507.33,2549.13,2958.2,EUR,Shipped
TXN001041,CUST0023,PRD011,REP009,Direct,2024-08-21,2024-08-28,6,3643.86,0.063,21863.16,20485.78,7929.4,12556.38,EUR,Shipped
TXN001042,CUST0023,PRD007,REP005,Distributor,2024-08-06,2024-08-11,5,1952.25,0.003,9761.25,9731.97,4200.66,5531.31,EUR,Invoiced
TXN001043,CUST0002,PRD005,REP002,Direct,2024-08-09,2024-08-16,7,4653.59,0.059,32575.13,30653.2,14779.94,15873.26,EUR,Invoiced
TXN001044,CUST0053,PRD002,REP010,Distributor,2024-08-07,2024-08-16,8,7803.23,0.049,62425.84,59366.97,31446.52,27920.45,EUR,Invoiced
TXN001045,CUST0072,PRD007,REP002,Direct,2024-08-13,2024-08-16,6,2168.35,0.136,13010.1,11240.73,5464.39,5776.34,EUR,Invoiced
TXN001046,CUST0053,PRD008,REP002,Partner,2024-08-03,2024-08-06,7,3807.79,0.081,26654.53,24495.51,12572.37,11923.14,EUR,Invoiced
TXN001047,CUST0021,PRD007,REP008,Direct,2024-08-19,2024-08-25,5,2206.73,0.081,11033.65,10139.92,4192.45,5947.47,EUR,Invoiced
TXN001048,CUST0031,PRD011,REP010,Distributor,2024-08-06,2024-08-13,7,3696.8,0.084,25877.6,23703.88,9547.77,14156.11,EUR,Invoiced
TXN001049,CUST0001,PRD008,REP002,Direct,2024-08-27,2024-09-05,10,3777.52,0.068,37775.2,35206.49,17991.7,17214.79,EUR,Invoiced
TXN001050,CUST0037,PRD009,REP006,Direct,2024-08-12,2024-08-19,1,6737.56,0.015,6737.56,6636.5,3002.56,3633.94,EUR,Invoiced
TXN001051,CUST0064,PRD007,REP007,Direct,2024-08-25,2024-08-26,2,2132.0,0.037,4264.0,4106.23,1678.65,2427.58,EUR,Invoiced
TXN001052,CUST0072,PRD009,REP010,Direct,2024-08-13,2024-08-14,10,6780.53,0.065,67805.3,63397.96,28456.36,34941.6,EUR,Invoiced
TXN001053,CUST0066,PRD009,REP012,Direct,2024-08-26,2024-09-01,5,6577.65,0.049,32888.25,31276.73,14420.97,16855.76,EUR,Open
TXN001054,CUST0054,PRD008,REP002,Direct,2024-08-26,2024-09-04,4,3850.78,0.031,15403.12,14925.62,7737.86,7187.76,EUR,Invoiced
TXN001055,CUST0046,PRD007,REP005,Partner,2024-08-15,2024-08-20,4,2215.26,0.052,8861.04,8400.27,3512.71,4887.56,EUR,Invoiced
TXN001056,CUST0003,PRD008,REP005,Online,2024-08-11,2024-08-12,5,4179.37,0.041,20896.85,20040.08,9217.83,10822.25,EUR,Open
TXN001057,CUST0016,PRD007,REP005,Direct,2024-08-19,2024-08-28,1,2122.57,0.109,2122.57,1891.21,907.4,983.81,EUR,Shipped
TXN001058,CUST0006,PRD011,REP002,Partner,2024-08-20,2024-08-24,2,3566.45,0.017,7132.9,7011.64,2786.84,4224.8,EUR,Invoiced
TXN001059,CUST0063,PRD002,REP008,Distributor,2024-08-22,2024-08-29,2,8146.32,0.039,16292.64,15657.23,7850.62,7806.61,EUR,Invoiced
TXN001060,CUST0042,PRD012,REP005,Direct,2024-08-18,2024-08-20,2,1859.37,0.042,3718.74,3562.55,1514.05,2048.5,EUR,Invoiced
TXN001061,CUST0019,PRD005,REP006,Direct,2024-08-11,2024-08-16,5,4526.06,0.077,22630.3,20887.77,10342.14,10545.63,EUR,Invoiced
TXN001062,CUST0012,PRD012,REP005,Distributor,2024-08-17,2024-08-19,2,1869.78,0.02,3739.56,3664.77,1631.22,2033.55,EUR,Invoiced
TXN001063,CUST0079,PRD006,REP009,Direct,2024-08-24,2024-09-01,6,2688.6,0.047,16131.6,15373.41,7091.08,8282.33,EUR,Shipped
TXN001064,CUST0073,PRD009,REP007,Distributor,2024-08-25,2024-08-31,2,6402.14,0.097,12804.28,11562.26,6003.04,5559.22,EUR,Invoiced
TXN001065,CUST0073,PRD006,REP011,Distributor,2024-08-06,2024-08-06,1,2971.03,0.162,2971.03,2489.72,1259.23,1230.49,EUR,Invoiced
TXN001066,CUST0021,PRD005,REP004,Direct,2024-08-01,2024-08-03,7,4638.52,0.038,32469.64,31235.79,14325.87,16909.92,EUR,Invoiced
TXN001067,CUST0085,PRD011,REP001,Distributor,2024-08-05,2024-08-11,6,3506.74,0.067,21040.44,19630.73,8042.53,11588.2,EUR,Invoiced
TXN001068,CUST0076,PRD010,REP005,Distributor,2024-08-01,2024-08-10,8,5995.9,0.016,47967.2,47199.72,19449.84,27749.88,EUR,Invoiced
TXN001069,CUST0070,PRD012,REP002,Direct,2024-08-03,2024-08-10,3,1955.77,0.045,5867.31,5603.28,2403.51,3199.77,EUR,Invoiced
TXN001070,CUST0027,PRD002,REP007,Direct,2024-08-06,2024-08-06,14,8850.98,0.081,123913.72,113876.71,52548.03,61328.68,EUR,Invoiced
TXN001071,CUST0036,PRD004,REP003,Direct,2024-08-08,2024-08-17,8,1686.02,0.035,13488.16,13016.07,4905.55,8110.52,EUR,Invoiced
TXN001072,CUST0042,PRD011,REP009,Direct,2024-08-04,2024-08-04,4,3507.17,0.109,14028.68,12499.55,5435.22,7064.33,EUR,Invoiced
TXN001073,CUST0008,PRD010,REP007,Direct,2024-08-03,2024-08-11,4,6161.4,0.026,24645.6,24004.81,10282.98,13721.83,EUR,Invoiced
TXN001074,CUST0070,PRD010,REP002,Partner,2024-08-12,2024-08-16,5,5690.3,0.007,28451.5,28252.34,12283.75,15968.59,EUR,Shipped
TXN001075,CUST0041,PRD002,REP011,Distributor,2024-08-08,2024-08-15,8,8561.91,0.032,68495.28,66303.43,32384.13,33919.3,EUR,Shipped
TXN001076,CUST0002,PRD006,REP002,Partner,2024-08-06,2024-08-15,11,2947.11,0.202,32418.21,25869.73,13947.35,11922.38,EUR,Invoiced
TXN001077,CUST0007,PRD003,REP001,Distributor,2024-08-14,2024-08-17,7,2361.02,0.049,16527.14,15717.31,6336.42,9380.89,EUR,Invoiced
TXN001078,CUST0067,PRD004,REP012,Online,2024-08-17,2024-08-22,6,1501.22,0.075,9007.32,8331.77,3807.68,4524.09,EUR,Invoiced
TXN001079,CUST0058,PRD004,REP009,Distributor,2024-08-26,2024-09-03,6,1565.61,0.024,9393.66,9168.21,3818.24,5349.97,EUR,Invoiced
TXN001080,CUST0003,PRD008,REP009,Direct,2024-08-05,2024-08-14,1,3950.69,0.043,0.0,0.0,0.0,0.0,EUR,Cancelled
TXN001081,CUST0053,PRD011,REP002,Distributor,2024-08-04,2024-08-06,3,3641.36,0.026,10924.08,10640.05,4179.68,6460.37,EUR,Invoiced
TXN001082,CUST0035,PRD006,REP008,Partner,2024-08-25,2024-08-31,8,2945.52,0.064,23564.16,22056.05,9392.46,12663.59,EUR,Invoiced
TXN001083,CUST0007,PRD001,REP001,Direct,2024-08-07,2024-08-09,3,8433.36,0.029,25300.08,24566.38,14290.87,10275.51,EUR,Invoiced
TXN001084,CUST0014,PRD005,REP007,Direct,2024-08-25,2024-08-28,2,4905.95,0.019,9811.9,9625.47,4335.58,5289.89,EUR,Invoiced
TXN001085,CUST0081,PRD001,REP009,Direct,2024-08-25,2024-08-28,6,8965.85,0.045,53795.1,51374.32,26676.24,24698.08,EUR,Invoiced
TXN001086,CUST0026,PRD009,REP010,Partner,2024-08-18,2024-08-20,6,6516.74,0.042,39100.44,37458.22,17933.49,19524.73,EUR,Invoiced
TXN001087,CUST0033,PRD009,REP003,Direct,2024-08-14,2024-08-17,7,6891.88,0.021,48243.16,47230.05,20935.0,26295.05,EUR,Invoiced
TXN001088,CUST0087,PRD002,REP011,Direct,2024-08-11,2024-08-15,7,7891.44,0.055,55240.08,52201.88,26684.53,25517.35,EUR,Invoiced
TXN001089,CUST0039,PRD010,REP009,Direct,2024-08-05,2024-08-06,7,5782.9,0.01,40480.3,40075.5,17141.8,22933.7,EUR,Shipped
TXN001090,CUST0090,PRD002,REP005,Partner,2024-08-09,2024-08-11,8,8057.35,0.089,64458.8,58721.97,31159.34,27562.63,EUR,Invoiced
TXN001091,CUST0018,PRD004,REP002,Direct,2024-08-10,2024-08-19,10,1633.06,0.112,16330.6,14501.57,6468.74,8032.83,EUR,Invoiced
TXN001092,CUST0059,PRD003,REP011,Distributor,2024-08-21,2024-08-24,1,2404.08,0.086,2404.08,2197.33,942.15,1255.18,EUR,Invoiced
TXN001093,CUST0020,PRD006,REP012,Direct,2024-08-04,2024-08-07,7,2757.87,0.041,19305.09,18513.58,8827.65,9685.93,EUR,Invoiced
TXN001094,CUST0013,PRD005,REP002,Direct,2024-08-14,2024-08-15,6,4427.67,0.069,26566.02,24732.96,12388.09,12344.87,EUR,Invoiced
TXN001095,CUST0044,PRD006,REP001,Distributor,2024-08-21,2024-08-30,2,3015.7,0.152,6031.4,5114.63,2344.81,2769.82,EUR,Shipped
TXN001096,CUST0065,PRD007,REP009,Direct,2024-08-04,2024-08-12,4,2218.21,0.02,8872.84,8695.38,3376.67,5318.71,EUR,Invoiced
TXN001097,CUST0083,PRD009,REP012,Direct,2024-08-02,2024-08-08,4,6290.33,0.036,25161.32,24255.51,11430.54,12824.97,EUR,Shipped
TXN001098,CUST0050,PRD008,REP006,Direct,2024-08-18,2024-08-27,3,4174.73,0.053,12524.19,11860.41,5202.57,6657.84,EUR,Invoiced
TXN001099,CUST0040,PRD001,REP011,Direct,2024-08-12,2024-08-15,8,9115.79,0.05,72926.32,69280.0,36966.11,32313.89,EUR,Shipped
TXN001100,CUST0036,PRD011,REP011,Direct,2024-08-06,2024-08-08,8,3738.83,0.01,29910.64,29611.53,10818.28,18793.25,EUR,Invoiced
TXN001101,CUST0022,PRD007,REP001,Distributor,2024-08-02,2024-08-06,1,2072.78,0.03,2072.78,2010.6,841.59,1169.01,EUR,Shipped
TXN001102,CUST0008,PRD004,REP007,Direct,2024-08-08,2024-08-17,8,1499.29,0.031,11994.32,11622.5,4866.55,6755.95,EUR,Invoiced
TXN001103,CUST0061,PRD002,REP009,Direct,2024-08-27,2024-09-02,7,8012.28,0.115,56085.96,49636.07,27478.88,22157.19,EUR,Shipped
TXN001104,CUST0040,PRD009,REP007,Partner,2024-08-18,2024-08-23,7,6354.73,0.148,44483.11,37899.61,19442.95,18456.66,EUR,Invoiced
TXN001105,CUST0065,PRD009,REP001,Distributor,2024-08-27,2024-09-02,8,6260.41,0.027,50083.28,48731.03,22061.07,26669.96,EUR,Invoiced
TXN001106,CUST0077,PRD006,REP010,Direct,2024-08-11,2024-08-18,8,3028.36,0.121,24226.88,21295.43,9240.45,12054.98,EUR,Invoiced
TXN001107,CUST0076,PRD005,REP001,Direct,2024-08-13,2024-08-21,5,4817.89,0.022,24089.45,23559.48,10956.97,12602.51,EUR,Invoiced
TXN001108,CUST0032,PRD001,REP001,Distributor,2024-08-14,2024-08-22,9,8877.74,0.115,79899.66,70711.2,43213.31,27497.89,EUR,Invoiced
TXN001109,CUST0068,PRD005,REP002,Direct,2024-08-16,2024-08-18,2,4560.08,0.015,9120.16,8983.36,4533.32,4450.04,EUR,Invoiced
TXN001110,CUST0033,PRD010,REP011,Partner,2024-08-12,2024-08-21,8,6015.31,0.047,48122.48,45860.72,20356.85,25503.87,EUR,Invoiced
TXN001111,CUST0075,PRD005,REP012,Online,2024-08-16,2024-08-21,4,4622.84,0.046,18491.36,17640.76,8582.78,9057.98,EUR,Invoiced
TXN001112,CUST0052,PRD010,REP004,Partner,2024-08-11,2024-08-19,12,5824.74,0.147,69896.88,59622.04,31220.16,28401.88,EUR,Shipped
TXN001113,CUST0006,PRD007,REP006,Direct,2024-08-15,2024-08-22,2,2006.57,0.072,4013.14,3724.19,1777.75,1946.44,EUR,Shipped
TXN001114,CUST0084,PRD003,REP010,Direct,2024-08-02,2024-08-02,11,2308.07,0.072,25388.77,23560.78,9547.48,14013.3,EUR,Invoiced
TXN001115,CUST0036,PRD012,REP003,Online,2024-08-06,2024-08-08,7,1769.77,0.019,12388.39,12153.01,5447.24,6705.77,EUR,Invoiced
TXN001116,CUST0048,PRD003,REP008,Distributor,2024-08-19,2024-08-25,8,2446.23,0.037,19569.84,18845.76,7643.23,11202.53,EUR,Invoiced
TXN001117,CUST0047,PRD007,REP002,Distributor,2024-08-20,2024-08-27,7,1962.61,0.008,13738.27,13628.36,5775.87,7852.49,EUR,Invoiced
TXN001118,CUST0027,PRD011,REP011,Direct,2024-08-16,2024-08-20,10,3308.82,0.065,33088.2,30937.47,13631.59,17305.88,EUR,Open
TXN001119,CUST0089,PRD002,REP001,Direct,2024-08-10,2024-08-18,5,8329.54,0.091,41647.7,37857.76,19310.7,18547.06,EUR,Invoiced
TXN001120,CUST0023,PRD011,REP009,Direct,2024-08-04,2024-08-04,3,3560.36,0.005,10681.08,10627.67,3772.43,6855.24,EUR,Invoiced
TXN001121,CUST0062,PRD005,REP008,Distributor,2024-08-22,2024-08-25,3,4735.0,0.054,14205.0,13437.93,6368.36,7069.57,EUR,Invoiced
TXN001122,CUST0085,PRD010,REP005,Direct,2024-08-04,2024-08-09,10,6257.0,0.083,62570.0,57376.69,24345.49,33031.2,EUR,Invoiced
TXN001123,CUST0003,PRD012,REP005,Partner,2024-08-25,2024-09-01,7,1842.8,0.068,12899.6,12022.43,5745.83,6276.6,EUR,Invoiced
TXN001124,CUST0025,PRD002,REP001,Distributor,2024-09-13,2024-09-15,3,8312.97,0.071,24938.91,23168.25,12096.89,11071.36,EUR,Invoiced
TXN001125,CUST0028,PRD003,REP009,Direct,2024-09-20,2024-09-21,5,2227.73,0.072,11138.65,10336.67,4831.52,5505.15,EUR,Open
TXN001126,CUST0004,PRD003,REP008,Direct,2024-09-10,2024-09-16,6,2462.64,0.042,14775.84,14155.25,5400.6,8754.65,EUR,Invoiced
TXN001127,CUST0067,PRD001,REP004,Partner,2024-09-23,2024-09-24,9,9171.21,0.078,82540.89,76102.7,42087.16,34015.54,EUR,Invoiced
TXN001128,CUST0084,PRD005,REP006,Direct,2024-09-13,2024-09-19,9,5046.02,0.037,45414.18,43733.86,18506.53,25227.33,EUR,Invoiced
